,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
234,2020-07-23,40.0,246,0.0,-,42.0,0.0,82.0,23429.0,arcane_energize
74,2020-07-23,83.2,55,1.2,▲,35.0,1.5,26.0,6386.0,nikana_prime_set
25,2020-07-23,168.7,68,-1.0,▼,12.0,-0.6,25.0,10722.0,volt_prime_set
11,2020-07-23,38.0,70,-0.1,▼,-16.0,-0.3,24.0,10997.0,trinity_prime_set
13,2020-07-23,59.1,82,0.7,▲,16.0,1.2,23.0,11697.0,nova_prime_set
17,2020-07-23,141.1,42,0.5,▲,32.0,0.4,19.0,7082.0,mag_prime_set
272,2020-07-23,72.4,25,2.1,▲,24.0,3.0,19.0,1503.0,primed_cryo_rounds
30,2020-07-23,52.5,45,0.0,-,-1.0,0.0,17.0,852.0,corinth_prime_set
14,2020-07-23,150.3,99,-0.1,▼,41.0,-0.1,17.0,15762.0,saryn_prime_set
83,2020-07-23,175.9,28,0.1,▲,38.0,0.1,16.0,2457.0,venka_prime_set
