,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
314,2020-09-19,56.4,200,1.7,▲,73.0,3.1,90.0,34569.0,arcane_energize
31,2020-09-19,69.1,130,0.0,-,-33.0,0.0,59.0,17482.0,inaros_prime_set
18,2020-09-19,157.8,118,1.4,▲,39.0,0.9,49.0,21555.0,saryn_prime_set
315,2020-09-19,49.0,97,0.1,▲,34.0,0.2,43.0,22775.0,arcane_grace
11,2020-09-19,40.4,132,-0.7,▼,-70.0,-1.7,35.0,34566.0,ivara_prime_set
468,2020-09-19,70.4,44,0.5,▲,23.0,0.7,23.0,3632.0,primed_pressure_point
391,2020-09-19,49.7,27,0.1,▲,30.0,0.2,21.0,2317.0,primed_point_blank
104,2020-09-19,39.6,45,0.0,-,-22.0,0.0,20.0,5395.0,karyst_prime_set
21,2020-09-19,139.9,40,0.0,-,37.0,0.0,18.0,9775.0,mag_prime_set
23,2020-09-19,61.8,55,0.0,-,34.0,0.0,18.0,9003.0,zephyr_prime_set
