,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
192,2020-07-22,71.4,22,5.3,▲,47.0,8.0,0.0,4301.0,primed_continuity
118,2020-07-22,31.8,10,2.0,▲,-6.0,6.7,-4.0,1842.0,synoid_gammacor
131,2020-07-22,30.9,15,1.6,▲,-8.0,5.5,4.0,1746.0,synoid_heliocor
372,2020-07-22,66.2,11,3.1,▲,16.0,4.9,-8.0,1630.0,primed_fever_strike
110,2020-07-22,31.3,13,1.2,▲,4.0,4.0,4.0,1941.0,synoid_simulor
58,2020-07-22,37.3,27,1.4,▲,31.0,3.9,-4.0,6688.0,pyrana_prime_set
67,2020-07-22,32.4,18,1.1,▲,19.0,3.5,-5.0,3297.0,fragor_prime_set
31,2020-07-22,76.9,11,2.5,▲,16.0,3.4,-4.0,2309.0,boar_prime_set
265,2020-07-22,47.0,28,1.5,▲,-7.0,3.3,-1.0,2743.0,high_voltage
108,2020-07-22,31.4,10,1.0,▲,7.0,3.3,2.0,2012.0,sancti_tigris
