,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-06-18,33.5,150,0.5,▲,-19.0,1.5,57.0,13637.0,chroma_prime_set
3,2020-06-18,37.8,155,-0.3,▼,-26.0,-0.8,50.0,16476.0,mesa_prime_set
225,2020-06-18,30.1,105,-0.3,▼,12.0,-1.0,24.0,11406.0,arcane_grace
14,2020-06-18,70.1,69,-0.8,▼,30.0,-1.1,17.0,10261.0,mirage_prime_set
44,2020-06-18,31.2,34,0.6,▲,-10.0,2.0,17.0,3552.0,akjagara_prime_set
13,2020-06-18,145.5,99,0.0,-,33.0,0.0,17.0,13117.0,saryn_prime_set
384,2020-06-18,85.7,82,0.2,▲,14.0,0.2,16.0,2978.0,weeping_wounds
9,2020-06-18,180.3,36,-1.0,▼,39.0,-0.6,15.0,5513.0,frost_prime_set
73,2020-06-18,99.4,37,-0.1,▼,17.0,-0.1,14.0,4496.0,reaper_prime_set
16,2020-06-18,125.6,54,1.7,▲,19.0,1.4,13.0,5870.0,mag_prime_set
