,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-06-19,49.0,150,0.0,-,-50.0,0.0,3.0,22526.0,ivara_prime_set
19,2020-06-19,31.8,116,0.0,-,-39.0,0.0,24.0,17218.0,wukong_prime_set
3,2020-06-19,37.1,186,-0.7,▼,-27.0,-1.9,31.0,16662.0,mesa_prime_set
7,2020-06-19,32.7,116,-0.8,▼,-20.0,-2.4,-34.0,13753.0,chroma_prime_set
1,2020-06-19,31.3,110,0.5,▲,-20.0,1.6,19.0,13280.0,equinox_prime_set
13,2020-06-19,145.6,98,0.1,▲,34.0,0.1,-1.0,13215.0,saryn_prime_set
23,2020-06-19,81.8,75,-1.0,▼,-51.0,-1.2,-1.0,12057.0,nekros_prime_set
225,2020-06-19,30.1,142,0.0,-,12.0,0.0,37.0,11548.0,arcane_grace
5,2020-06-19,67.3,63,1.0,▲,29.0,1.5,6.0,10344.0,limbo_prime_set
14,2020-06-19,70.1,82,0.0,-,30.0,0.0,13.0,10343.0,mirage_prime_set
