,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
98,2020-04-21,36.2,20,-1.7,▼,1.0,-4.5,8.0,880.0,secura_penta
77,2020-04-21,58.9,19,-2.7,▼,-12.0,-4.4,-1.0,1663.0,tekko_prime_set
46,2020-04-21,94.3,37,-4.1,▼,-34.0,-4.2,-3.0,3337.0,aksomati_prime_set
106,2020-04-21,31.5,12,-1.0,▼,-5.0,-3.1,4.0,748.0,synoid_gammacor
19,2020-04-21,36.1,166,-1.0,▼,-31.0,-2.7,24.0,10432.0,wukong_prime_set
111,2020-04-21,56.8,12,-1.6,▼,5.0,-2.7,6.0,394.0,prisma_twin_gremlins
256,2020-04-21,108.8,16,-2.6,▼,5.0,-2.3,6.0,202.0,argon_scope
32,2020-04-21,48.9,14,-1.1,▼,0.0,-2.2,6.0,1100.0,latron_prime_set
7,2020-04-21,33.2,95,-0.6,▼,-18.0,-1.8,-47.0,7566.0,chroma_prime_set
168,2020-04-21,53.5,12,-1.0,▼,8.0,-1.8,-2.0,444.0,energy_conversion
