,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
119,2020-05-20,36.8,10,1.6,▲,-7.0,4.5,-5.0,1097.0,sancti_magistar
22,2020-05-20,41.5,117,1.4,▲,-22.0,3.5,42.0,5194.0,oberon_prime_set
108,2020-05-20,32.4,19,1.0,▲,-9.0,3.2,12.0,922.0,secura_dual_cestra
118,2020-05-20,35.9,13,1.0,▲,-2.0,2.9,5.0,1060.0,synoid_heliocor
110,2020-05-20,33.2,10,0.9,▲,0.0,2.8,4.0,861.0,telos_akbolto
55,2020-05-20,63.0,16,1.6,▲,16.0,2.6,1.0,1274.0,sicarus_prime_set
242,2020-05-20,42.0,25,1.0,▲,0.0,2.4,6.0,2618.0,exodia_contagion
97,2020-05-20,36.5,15,0.8,▲,3.0,2.2,8.0,1307.0,secura_penta
161,2020-05-20,48.3,10,1.0,▲,1.0,2.1,-3.0,829.0,energy_conversion
396,2020-05-20,79.3,34,1.5,▲,9.0,1.9,-43.0,1239.0,weeping_wounds
