,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
9,2020-06-20,179.3,58,-0.5,▼,37.0,-0.3,29.0,5600.0,frost_prime_set
15,2020-06-20,89.7,52,-0.1,▼,22.0,-0.1,24.0,7239.0,valkyr_prime_set
19,2020-06-20,31.5,135,-0.3,▼,-40.0,-0.9,19.0,17353.0,wukong_prime_set
11,2020-06-20,89.4,64,0.1,▲,4.0,0.1,16.0,8464.0,hydroid_prime_set
44,2020-06-20,31.2,46,0.0,-,-10.0,0.0,16.0,3628.0,akjagara_prime_set
2,2020-06-20,160.4,68,-0.1,▼,13.0,-0.1,16.0,9992.0,rhino_prime_set
6,2020-06-20,48.5,162,-0.5,▼,-51.0,-1.0,12.0,22688.0,ivara_prime_set
115,2020-06-20,60.9,17,-0.4,▼,15.0,-0.7,12.0,716.0,prisma_dual_cleavers
76,2020-06-20,30.5,30,0.1,▲,-20.0,0.3,12.0,3357.0,silva_and_aegis_prime_set
32,2020-06-20,60.4,22,0.0,-,7.0,0.0,11.0,1995.0,latron_prime_set
