,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-05-29,54.1,117,0.0,-,-43.0,0.0,3.0,19992.0,ivara_prime_set
19,2020-05-29,33.7,127,0.3,▲,-39.0,0.9,8.0,14829.0,wukong_prime_set
26,2020-05-29,53.0,42,0.7,▲,-38.0,1.3,-3.0,6266.0,baza_prime_set
46,2020-05-29,84.1,36,-1.1,▼,-37.0,-1.3,8.0,4801.0,aksomati_prime_set
23,2020-05-29,91.2,80,0.2,▲,-34.0,0.2,-17.0,10410.0,nekros_prime_set
76,2020-05-29,31.5,20,-0.8,▼,-23.0,-2.5,13.0,2892.0,silva_and_aegis_prime_set
3,2020-05-29,38.4,76,0.7,▲,-22.0,1.9,-7.0,14427.0,mesa_prime_set
80,2020-05-29,32.5,60,1.0,▲,-20.0,3.2,1.0,8058.0,shedu_set
77,2020-05-29,48.7,19,0.2,▲,-19.0,0.4,5.0,2491.0,tekko_prime_set
22,2020-05-29,49.2,42,-0.3,▼,-16.0,-0.6,22.0,5773.0,oberon_prime_set
