,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
5,2020-03-05,47.8,31,0.9,▲,4.0,1.9,-31.0,2628.0,limbo_prime_set
8,2020-03-05,89.1,11,1.0,▲,13.0,1.1,-30.0,1256.0,nyx_prime_set
11,2020-03-05,95.7,29,0.4,▲,10.0,0.4,-24.0,2208.0,hydroid_prime_set
15,2020-03-05,88.8,28,0.5,▲,16.0,0.6,-21.0,1822.0,valkyr_prime_set
7,2020-03-05,40.0,32,0.0,-,-1.0,0.0,-16.0,3129.0,chroma_prime_set
14,2020-03-05,68.3,34,1.0,▲,23.0,1.5,-14.0,2632.0,mirage_prime_set
2,2020-03-05,150.3,48,0.7,▲,9.0,0.5,-13.0,2738.0,rhino_prime_set
25,2020-03-05,49.5,53,0.6,▲,-3.0,1.2,-12.0,4273.0,atlas_prime_set
0,2020-03-05,267.6,15,1.1,▲,9.0,0.4,-11.0,1238.0,loki_prime_set
6,2020-03-05,91.9,90,0.6,▲,-19.0,0.7,-11.0,6629.0,ivara_prime_set
