,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
132,2020-04-13,34.9,71,0.1,▲,1.0,0.3,-66.0,1038.0,growing_power
100,2020-04-13,45.1,14,-11.4,▼,3.0,-20.2,-38.0,549.0,prisma_grinlok
24,2020-04-13,189.5,83,0.0,-,21.0,0.0,-34.0,4925.0,volt_prime_set
114,2020-04-13,40.9,11,-10.3,▼,-3.0,-20.1,-33.0,426.0,prisma_dual_cleavers
246,2020-04-13,40.4,38,-0.1,▼,1.0,-0.2,-25.0,596.0,exodia_contagion
4,2020-04-13,146.6,49,1.0,▲,17.0,0.7,-23.0,3563.0,ember_prime_set
68,2020-04-13,119.8,40,-0.4,▼,26.0,-0.3,-22.0,2373.0,kronen_prime_set
73,2020-04-13,101.8,24,-0.8,▼,12.0,-0.8,-22.0,2553.0,reaper_prime_set
5,2020-04-13,59.5,88,0.0,-,17.0,0.0,-19.0,6438.0,limbo_prime_set
80,2020-04-13,33.9,48,0.2,▲,-19.0,0.6,-19.0,4672.0,shedu_set
