,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-04-13,69.4,159,-0.5,▼,-37.0,-0.7,-12.0,13304.0,ivara_prime_set
19,2020-04-13,39.5,136,0.0,-,-27.0,0.0,46.0,9333.0,wukong_prime_set
3,2020-04-13,40.1,166,0.1,▲,-17.0,0.2,22.0,8685.0,mesa_prime_set
25,2020-04-13,35.6,119,-0.7,▼,-18.0,-1.9,-17.0,8586.0,atlas_prime_set
13,2020-04-13,139.4,114,-0.1,▼,26.0,-0.1,10.0,7430.0,saryn_prime_set
1,2020-04-13,35.3,121,0.0,-,-17.0,0.0,2.0,6868.0,equinox_prime_set
7,2020-04-13,33.2,110,0.2,▲,-18.0,0.6,1.0,6630.0,chroma_prime_set
5,2020-04-13,59.5,88,0.0,-,17.0,0.0,-19.0,6438.0,limbo_prime_set
23,2020-04-13,84.5,98,0.5,▲,-35.0,0.6,7.0,5880.0,nekros_prime_set
2,2020-04-13,151.3,93,1.3,▲,8.0,0.9,-6.0,5742.0,rhino_prime_set
