,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
34,2020-11-19,76.4,77,-3.4,▼,-13.0,-4.3,-5.0,3579.0,guandao_prime_set
78,2020-11-19,33.9,25,-1.3,▼,-11.0,-3.7,4.0,3937.0,glaive_prime_set
486,2020-11-19,35.3,13,-1.3,▼,3.0,-3.6,-1.0,4825.0,tempo_royale
399,2020-11-19,58.4,10,-2.0,▼,44.0,-3.3,9.0,4449.0,jolt
133,2020-11-19,37.7,12,-1.1,▼,-6.0,-2.8,3.0,4644.0,secura_penta
436,2020-11-19,76.4,10,-2.0,▼,43.0,-2.6,0.0,5965.0,primed_reach
5,2020-11-19,82.8,133,-2.1,▼,-15.0,-2.5,-10.0,6397.0,nezha_prime_set
39,2020-11-19,39.6,36,-1.0,▼,-30.0,-2.5,3.0,6939.0,corinth_prime_set
59,2020-11-19,51.7,20,-1.2,▼,-66.0,-2.3,7.0,9655.0,aksomati_prime_set
152,2020-11-19,35.7,13,-0.8,▼,-15.0,-2.2,3.0,3238.0,sancti_magistar
