,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
311,311,2020-11-19,451.6,23,-4.5,▼,93.0,-1.0,-1.0,8889.0,loki_prime_set
65,65,2020-11-19,23.6,34,0.0,-,0.0,0.0,-2.0,3095.0,dethcube_prime_set
65,65,2020-11-19,139.1,5,2.0,▲,24.0,1.5,-10.0,761.0,wyrm_prime_set
65,65,2020-11-19,89.4,28,-0.5,▼,10.0,-0.6,2.0,2410.0,helios_prime_set
65,65,2020-11-19,80.2,17,-1.8,▼,17.0,-2.2,-4.0,1637.0,carrier_prime_set
23,23,2020-11-19,82.8,133,-2.1,▼,-15.0,-2.5,-10.0,6397.0,nezha_prime_set
135,135,2020-11-19,30.6,78,-0.2,▼,-50.0,-0.6,3.0,16001.0,titania_prime_set
311,311,2020-11-19,31.7,92,-0.2,▼,-32.0,-0.6,-18.0,26178.0,equinox_prime_set
311,311,2020-11-19,194.7,20,1.2,▲,40.0,0.6,-2.0,18197.0,rhino_prime_set
311,311,2020-11-19,49.8,85,0.1,▲,-12.0,0.2,34.0,39090.0,mesa_prime_set
311,311,2020-11-19,59.2,61,-0.2,▼,5.0,-0.3,-11.0,15220.0,ember_prime_set
311,311,2020-11-19,92.9,33,0.0,-,55.0,0.0,-3.0,18076.0,limbo_prime_set
311,311,2020-11-19,35.0,79,-0.6,▼,-83.0,-1.7,19.0,39320.0,ivara_prime_set
311,311,2020-11-19,69.9,37,0.2,▲,22.0,0.3,-3.0,25318.0,chroma_prime_set
311,311,2020-11-19,134.4,22,-1.2,▼,33.0,-0.9,0.0,9443.0,nyx_prime_set
311,311,2020-11-19,63.6,51,-0.7,▼,-6.0,-1.1,-22.0,12607.0,frost_prime_set
311,311,2020-11-19,49.8,55,0.1,▲,-14.0,0.2,6.0,18974.0,trinity_prime_set
311,311,2020-11-19,95.9,26,0.9,▲,20.0,0.9,-2.0,14540.0,hydroid_prime_set
311,311,2020-11-19,73.7,39,0.0,-,28.0,0.0,-5.0,20575.0,nova_prime_set
311,311,2020-11-19,174.0,63,1.0,▲,61.0,0.6,19.0,25804.0,saryn_prime_set
311,311,2020-11-19,95.5,58,-1.2,▼,59.0,-1.2,4.0,20566.0,mirage_prime_set
311,311,2020-11-19,109.1,27,0.5,▲,40.0,0.5,-5.0,13844.0,valkyr_prime_set
311,311,2020-11-19,162.4,31,2.9,▲,53.0,1.8,-3.0,11673.0,mag_prime_set
311,311,2020-11-19,150.2,23,0.5,▲,68.0,0.3,-1.0,13769.0,ash_prime_set
311,311,2020-11-19,73.0,26,0.5,▲,49.0,0.7,2.0,10932.0,zephyr_prime_set
