,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-08-31,89.2,226,0.0,-,-18.0,0.0,8.0,14536.0,inaros_prime_set
316,2020-08-31,49.0,218,0.1,▲,60.0,0.2,31.0,31158.0,arcane_energize
4,2020-08-31,35.2,204,0.6,▲,-27.0,1.7,-36.0,26685.0,mesa_prime_set
13,2020-08-31,56.5,183,-0.5,▼,13.0,-0.9,62.0,15041.0,nova_prime_set
7,2020-08-31,49.3,182,1.4,▲,-59.0,2.9,-8.0,31725.0,ivara_prime_set
20,2020-08-31,30.5,181,0.0,-,-45.0,0.0,-24.0,26426.0,wukong_prime_set
317,2020-08-31,45.3,162,-0.7,▼,27.0,-1.5,-44.0,20589.0,arcane_grace
1,2020-08-31,50.1,155,0.3,▲,-14.0,0.6,-54.0,8280.0,titania_prime_set
236,2020-08-31,,114,,▲,3.0,,-20.0,345.0,necramech_vitality
226,2020-08-31,,103,,▲,3.0,,-33.0,316.0,necramech_continuity
