,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
19,2020-02-07,56.2,104,2.0,▲,-3.0,3.7,14.0,2139.0,wukong_prime_set
20,2020-02-07,98.6,51,3.4,▲,-9.0,3.6,-5.0,1000.0,vauban_prime_set
57,2020-02-07,56.9,14,1.9,▲,1.0,3.5,6.0,413.0,vasto_prime_set
17,2020-02-07,63.0,55,1.6,▲,-7.0,2.6,-2.0,1084.0,ash_prime_set
51,2020-02-07,63.0,10,1.4,▲,3.0,2.3,1.0,306.0,euphona_prime_set
6,2020-02-07,112.4,151,2.4,▲,-9.0,2.2,-2.0,3417.0,ivara_prime_set
1,2020-02-07,48.7,50,1.0,▲,3.0,2.1,-15.0,1473.0,equinox_prime_set
3,2020-02-07,49.7,44,1.0,▲,-1.0,2.1,-21.0,1718.0,mesa_prime_set
70,2020-02-07,63.1,24,1.0,▲,9.0,1.6,6.0,619.0,nikana_prime_set
59,2020-02-07,36.5,13,0.5,▲,9.0,1.4,7.0,398.0,dakra_prime_set
