,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
40,2020-02-16,68.9,59,8.9,▲,4.0,14.8,-69.0,856.0,vectis_prime_set
49,2020-02-16,32.3,32,1.9,▲,7.0,6.2,-36.0,505.0,ballistica_prime_set
110,2020-02-16,31.7,12,1.2,▲,1.0,3.9,7.0,31.0,telos_akbolto
38,2020-02-16,33.4,51,1.2,▲,13.0,3.7,-11.0,666.0,tiberon_prime_set
91,2020-02-16,72.6,15,2.5,▲,-1.0,3.6,6.0,43.0,pathocyst_set
71,2020-02-16,45.6,36,1.5,▲,4.0,3.4,-3.0,689.0,ninkondi_prime_set
41,2020-02-16,30.8,63,1.0,▲,7.0,3.4,-15.0,785.0,zhuge_prime_set
106,2020-02-16,122.9,13,3.9,▲,3.0,3.3,-3.0,46.0,mara_detron
37,2020-02-16,32.1,18,1.0,▲,1.0,3.2,-1.0,402.0,sybaris_prime_set
92,2020-02-16,45.7,16,1.3,▲,1.0,2.9,5.0,81.0,imperator_vandal_set
