,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-02-16,116.2,189,0.6,▲,-10.0,0.5,-45.0,4659.0,ivara_prime_set
26,2020-02-16,105.7,58,2.4,▲,-8.0,2.3,-19.0,1526.0,baza_prime_set
77,2020-02-16,89.1,30,1.9,▲,-5.0,2.2,-7.0,509.0,tekko_prime_set
23,2020-02-16,136.6,74,-0.5,▼,-4.0,-0.4,-13.0,1611.0,nekros_prime_set
3,2020-02-16,49.5,108,-0.1,▼,-4.0,-0.2,15.0,2527.0,mesa_prime_set
47,2020-02-16,60.9,35,-1.9,▼,-4.0,-3.0,6.0,598.0,akstiletto_prime_set
20,2020-02-16,116.2,62,-3.2,▼,-4.0,-2.7,-7.0,1451.0,vauban_prime_set
46,2020-02-16,157.4,47,0.6,▲,-3.0,0.4,2.0,1152.0,aksomati_prime_set
108,2020-02-16,32.2,10,-0.3,▼,-3.0,-0.9,-2.0,44.0,secura_dual_cestra
119,2020-02-16,31.7,12,-0.8,▼,-3.0,-2.5,1.0,41.0,synoid_heliocor
