,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
24,2020-02-16,177.7,103,-1.4,▼,16.0,-0.8,35.0,1598.0,volt_prime_set
1,2020-02-16,45.3,149,-0.8,▼,-1.0,-1.7,35.0,2165.0,equinox_prime_set
7,2020-02-16,40.4,150,0.5,▲,-1.0,1.3,34.0,1975.0,chroma_prime_set
14,2020-02-16,56.8,90,-2.5,▼,12.0,-4.2,30.0,1680.0,mirage_prime_set
19,2020-02-16,59.2,150,-0.7,▼,-1.0,-1.2,20.0,3051.0,wukong_prime_set
4,2020-02-16,136.6,65,-0.9,▼,6.0,-0.7,16.0,1192.0,ember_prime_set
3,2020-02-16,49.5,108,-0.1,▼,-4.0,-0.2,15.0,2527.0,mesa_prime_set
21,2020-02-16,75.1,60,-2.0,▼,7.0,-2.6,14.0,984.0,banshee_prime_set
80,2020-02-16,135.2,47,3.4,▲,5.0,2.6,13.0,155.0,shedu_set
8,2020-02-16,81.7,45,1.0,▲,2.0,1.2,12.0,787.0,nyx_prime_set
