,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-03-09,107.6,162,3.7,▲,-15.0,3.6,-65.0,7398.0,ivara_prime_set
11,2020-03-09,96.6,44,0.1,▲,12.0,0.1,-32.0,2409.0,hydroid_prime_set
70,2020-03-09,70.8,15,1.7,▲,16.0,2.5,-31.0,1527.0,nikana_prime_set
20,2020-03-09,121.4,37,2.6,▲,1.0,2.2,-30.0,2310.0,vauban_prime_set
14,2020-03-09,69.5,55,0.0,-,25.0,0.0,-28.0,2897.0,mirage_prime_set
5,2020-03-09,48.5,36,0.3,▲,5.0,0.6,-28.0,2830.0,limbo_prime_set
25,2020-03-09,52.8,110,1.0,▲,1.0,1.9,-27.0,4739.0,atlas_prime_set
10,2020-03-09,119.0,47,-0.5,▼,16.0,-0.4,-27.0,2530.0,trinity_prime_set
19,2020-03-09,60.7,110,0.1,▲,3.0,0.2,-25.0,5099.0,wukong_prime_set
12,2020-03-09,136.9,36,0.0,-,23.0,0.0,-25.0,2306.0,nova_prime_set
