,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,22,2020-01-24,100.8,30,1.2,▲,10.0,1.2,3.0,278.0,oberon_prime_set
1,16,2020-01-24,107.3,37,1.0,▲,9.0,0.9,10.0,340.0,mag_prime_set
2,13,2020-01-24,120.0,70,0.5,▲,9.0,0.4,18.0,681.0,saryn_prime_set
3,11,2020-01-24,96.5,27,0.5,▲,8.0,0.5,-6.0,422.0,hydroid_prime_set
4,14,2020-01-24,58.0,40,1.8,▲,8.0,3.2,-3.0,494.0,mirage_prime_set
5,10,2020-01-24,103.9,39,1.5,▲,7.0,1.5,-6.0,488.0,trinity_prime_set
6,67,2020-01-24,55.3,15,0.6,▲,7.0,1.1,8.0,153.0,kronen_prime_set
7,0,2020-01-24,263.8,24,-0.5,▼,7.0,-0.2,-5.0,279.0,loki_prime_set
8,4,2020-01-24,139.2,26,1.0,▲,7.0,0.7,4.0,345.0,ember_prime_set
9,39,2020-01-24,59.3,23,0.0,-,7.0,0.0,0.0,247.0,tigris_prime_set
