,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-08-30,89.2,218,4.0,▲,-18.0,4.7,-47.0,14310.0,inaros_prime_set
7,2020-08-30,47.9,190,2.0,▲,-60.0,4.4,-36.0,31543.0,ivara_prime_set
305,2020-08-30,48.9,187,1.0,▲,59.0,2.1,-26.0,30940.0,arcane_energize
72,2020-08-30,159.9,96,2.1,▲,52.0,1.3,-26.0,9019.0,kronen_prime_set
347,2020-08-30,92.9,17,0.4,▲,35.0,0.4,-21.0,2135.0,primed_cryo_rounds
30,2020-08-30,62.1,67,2.9,▲,-11.0,4.9,-20.0,3411.0,corinth_prime_set
96,2020-08-30,48.0,37,0.2,▲,36.0,0.4,-19.0,5329.0,imperator_vandal_set
67,2020-08-30,31.6,33,1.9,▲,22.0,6.4,-16.0,4218.0,fragor_prime_set
11,2020-08-30,34.9,90,0.0,-,-27.0,0.0,-14.0,13681.0,trinity_prime_set
74,2020-08-30,89.0,59,1.0,▲,39.0,1.1,-14.0,8049.0,nikana_prime_set
