,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-04-18,62.2,166,-1.5,▼,-42.0,-2.4,13.0,14045.0,ivara_prime_set
23,2020-04-18,82.1,104,-0.1,▼,-38.0,-0.1,-1.0,6400.0,nekros_prime_set
46,2020-04-18,103.5,38,-2.2,▼,-31.0,-2.1,8.0,3230.0,aksomati_prime_set
26,2020-04-18,62.8,52,-0.4,▼,-29.0,-0.6,0.0,4424.0,baza_prime_set
19,2020-04-18,38.6,167,-1.0,▼,-28.0,-2.5,45.0,9968.0,wukong_prime_set
80,2020-04-18,31.0,140,-0.2,▼,-22.0,-0.6,19.0,5159.0,shedu_set
22,2020-04-18,43.0,43,0.5,▲,-21.0,1.2,-11.0,3673.0,oberon_prime_set
25,2020-04-18,33.9,125,-0.1,▼,-21.0,-0.3,-15.0,9189.0,atlas_prime_set
3,2020-04-18,40.0,165,-0.1,▼,-18.0,-0.2,20.0,9330.0,mesa_prime_set
71,2020-04-18,30.8,29,-0.5,▼,-17.0,-1.6,1.0,2223.0,ninkondi_prime_set
