,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
146,2020-04-18,36.6,10,1.5,▲,11.0,4.3,8.0,215.0,sprint_boost
59,2020-04-18,41.3,15,1.7,▲,20.0,4.3,-8.0,1801.0,dakra_prime_set
31,2020-04-18,48.0,20,1.9,▲,8.0,4.1,-5.0,1251.0,cernos_prime_set
270,2020-04-18,55.7,16,2.0,▲,7.0,3.7,-4.0,255.0,primed_cryo_rounds
124,2020-04-18,34.9,11,1.2,▲,-2.0,3.6,4.0,743.0,secura_lecta
52,2020-04-18,56.9,11,1.9,▲,1.0,3.5,7.0,1083.0,hikou_prime_set
40,2020-04-18,72.0,14,2.0,▲,-4.0,2.9,-9.0,1986.0,vectis_prime_set
185,2020-04-18,65.1,15,1.5,▲,15.0,2.4,-17.0,806.0,primed_flow
75,2020-04-18,40.8,11,0.9,▲,10.0,2.3,-3.0,1016.0,scindo_prime_set
28,2020-04-18,46.3,21,1.0,▲,-4.0,2.2,6.0,1180.0,boltor_prime_set
