,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,12,2020-05-14,158.0,73,0.2,▲,40.0,0.1,21.0,6784.0,nova_prime_set
1,68,2020-05-14,128.9,39,2.1,▲,37.0,1.7,-1.0,3582.0,kronen_prime_set
2,17,2020-05-14,110.2,70,2.4,▲,35.0,2.2,-35.0,5463.0,ash_prime_set
3,13,2020-05-14,148.1,101,0.0,-,33.0,0.0,-8.0,10289.0,saryn_prime_set
4,14,2020-05-14,70.2,81,-0.4,▼,33.0,-0.6,-7.0,7788.0,mirage_prime_set
5,180,2020-05-14,82.0,34,-0.9,▼,32.0,-1.1,-21.0,2179.0,primed_continuity
6,9,2020-05-14,174.9,35,-0.9,▼,32.0,-0.5,-16.0,4328.0,frost_prime_set
7,181,2020-05-14,73.9,34,-1.0,▼,29.0,-1.3,12.0,1572.0,primed_flow
8,4,2020-05-14,155.6,68,1.2,▲,29.0,0.8,10.0,5175.0,ember_prime_set
9,20,2020-05-14,163.5,71,-0.5,▼,29.0,-0.3,15.0,5581.0,vauban_prime_set
