,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-03-25,92.1,182,-1.3,▼,-23.0,-1.4,30.0,9981.0,ivara_prime_set
80,2020-03-25,110.5,151,-4.8,▼,-2.0,-4.2,-13.0,2556.0,shedu_set
5,2020-03-25,55.0,127,0.5,▲,11.0,0.9,42.0,4182.0,limbo_prime_set
12,2020-03-25,140.8,125,1.8,▲,27.0,1.3,28.0,3246.0,nova_prime_set
25,2020-03-25,45.4,109,-0.8,▼,-9.0,-1.7,36.0,6292.0,atlas_prime_set
14,2020-03-25,69.3,93,-0.5,▼,26.0,-0.7,28.0,4022.0,mirage_prime_set
19,2020-03-25,52.3,90,-0.4,▼,-10.0,-0.8,-9.0,6920.0,wukong_prime_set
2,2020-03-25,151.7,83,-0.3,▼,10.0,-0.2,27.0,4147.0,rhino_prime_set
1,2020-03-25,44.7,79,0.1,▲,-3.0,0.2,-16.0,4798.0,equinox_prime_set
13,2020-03-25,137.8,74,0.1,▲,25.0,0.1,-20.0,5379.0,saryn_prime_set
