,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
174,2020-03-25,40.5,16,2.2,▲,1.0,5.7,-10.0,16.0,primed_flow
173,2020-03-25,41.3,27,1.5,▲,1.0,3.8,-7.0,27.0,primed_continuity
138,2020-03-25,31.8,32,1.0,▲,1.0,3.2,-18.0,32.0,steel_charge
92,2020-03-25,67.3,12,1.5,▲,16.0,2.3,-9.0,856.0,imperator_vandal_set
28,2020-03-25,45.0,14,1.0,▲,-3.0,2.3,6.0,822.0,boltor_prime_set
78,2020-03-25,41.5,13,0.9,▲,4.0,2.2,4.0,1059.0,tipedo_prime_set
147,2020-03-25,32.9,72,0.5,▲,1.0,1.5,2.0,72.0,augur_secrets
12,2020-03-25,140.8,125,1.8,▲,27.0,1.3,28.0,3246.0,nova_prime_set
38,2020-03-25,34.7,19,0.4,▲,12.0,1.2,-1.0,1302.0,tiberon_prime_set
8,2020-03-25,87.1,31,1.0,▲,6.0,1.2,-1.0,1880.0,nyx_prime_set
