,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,319,2020-10-24,66.3,145,0.0,-,92.0,0.0,78.0,39858.0,arcane_energize
1,281,2020-10-24,78.7,22,0.5,▲,89.0,0.6,2.0,8551.0,primed_continuity
2,0,2020-10-24,440.8,26,-0.9,▼,87.0,-0.2,1.0,8303.0,loki_prime_set
3,78,2020-10-24,188.3,43,-0.6,▼,71.0,-0.3,-5.0,11912.0,kronen_prime_set
4,282,2020-10-24,81.6,30,0.0,-,67.0,0.0,-34.0,5935.0,primed_flow
5,19,2020-10-24,97.0,59,1.1,▲,64.0,1.1,7.0,19158.0,mirage_prime_set
6,22,2020-10-24,145.7,31,0.1,▲,62.0,0.1,-3.0,12972.0,ash_prime_set
7,68,2020-10-24,96.7,13,-3.0,▼,60.0,-3.0,8.0,2233.0,ankyros_prime_set
8,457,2020-10-24,39.8,25,-0.1,▼,58.0,-0.3,1.0,3833.0,primed_fever_strike
9,18,2020-10-24,171.1,56,0.2,▲,55.0,0.1,13.0,24092.0,saryn_prime_set
