,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
21,2020-08-22,159.7,86,0.0,-,27.0,0.0,37.0,10130.0,vauban_prime_set
16,2020-08-22,92.4,73,-0.7,▼,26.0,-0.8,25.0,10183.0,valkyr_prime_set
53,2020-08-22,37.9,35,-1.2,▼,22.0,-3.1,23.0,3087.0,ballistica_prime_set
12,2020-08-22,79.3,58,-0.1,▼,0.0,-0.1,21.0,10956.0,hydroid_prime_set
18,2020-08-22,140.0,69,0.0,-,58.0,0.0,19.0,10263.0,ash_prime_set
32,2020-08-22,57.3,28,0.5,▲,11.0,0.9,18.0,2827.0,boltor_prime_set
58,2020-08-22,38.5,47,0.3,▲,31.0,0.8,18.0,7734.0,pyrana_prime_set
97,2020-08-22,66.3,75,-1.0,▼,-20.0,-1.5,17.0,3643.0,panthera_prime_set
7,2020-08-22,41.9,173,-0.9,▼,-62.0,-2.1,17.0,30272.0,ivara_prime_set
425,2020-08-22,62.7,28,-1.0,▼,19.0,-1.6,17.0,2102.0,primed_pistol_gambit
