,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-08,47.6,180,-0.1,▼,-53.0,-0.2,19.0,28230.0,ivara_prime_set
28,2020-08-08,52.8,54,1.2,▲,-51.0,2.3,5.0,9025.0,baza_prime_set
20,2020-08-08,41.4,195,2.9,▲,-41.0,7.5,21.0,23004.0,wukong_prime_set
50,2020-08-08,82.3,39,1.4,▲,-34.0,1.7,4.0,6982.0,aksomati_prime_set
26,2020-08-08,35.2,124,-0.3,▼,-25.0,-0.8,-16.0,18835.0,atlas_prime_set
4,2020-08-08,37.0,203,0.5,▲,-22.0,1.4,24.0,22649.0,mesa_prime_set
24,2020-08-08,108.2,95,1.9,▲,-20.0,1.8,22.0,15296.0,nekros_prime_set
2,2020-08-08,34.7,112,0.0,-,-20.0,0.0,-26.0,17256.0,equinox_prime_set
39,2020-08-08,37.5,37,-0.5,▼,-20.0,-1.3,11.0,5276.0,soma_prime_set
81,2020-08-08,48.1,22,-0.8,▼,-16.0,-1.6,6.0,3805.0,tekko_prime_set
