,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-03,41.4,161,1.6,▲,-56.0,4.0,-82.0,27367.0,ivara_prime_set
28,2020-08-03,44.6,76,1.3,▲,-56.0,3.0,-5.0,8744.0,baza_prime_set
50,2020-08-03,73.1,51,2.1,▲,-39.0,3.0,6.0,6809.0,aksomati_prime_set
26,2020-08-03,31.9,159,1.2,▲,-26.0,3.9,-16.0,18177.0,atlas_prime_set
4,2020-08-03,35.5,184,0.0,-,-26.0,0.0,-21.0,21726.0,mesa_prime_set
24,2020-08-03,102.2,80,-0.5,▼,-25.0,-0.5,-21.0,14879.0,nekros_prime_set
2,2020-08-03,31.9,163,1.0,▲,-24.0,3.2,29.0,16664.0,equinox_prime_set
39,2020-08-03,36.9,35,-0.1,▼,-20.0,-0.3,-9.0,5109.0,soma_prime_set
81,2020-08-03,45.1,23,1.4,▲,-19.0,3.2,-4.0,3701.0,tekko_prime_set
8,2020-08-03,39.4,81,0.0,-,-18.0,0.0,8.0,17425.0,chroma_prime_set
