,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
199,2020-08-03,37.5,67,-10.4,▼,47.0,-21.7,-34.0,4863.0,primed_continuity
128,2020-08-03,47.9,13,-8.9,▼,14.0,-15.7,-12.0,973.0,prisma_dual_cleavers
282,2020-08-03,78.2,17,-4.3,▼,27.0,-5.2,6.0,1616.0,primed_cryo_rounds
404,2020-08-03,67.8,27,-3.0,▼,18.0,-4.2,0.0,1830.0,primed_fever_strike
371,2020-08-03,86.8,27,-3.5,▼,12.0,-3.9,8.0,1352.0,primed_target_cracker
124,2020-08-03,55.5,21,-2.1,▼,11.0,-3.6,0.0,887.0,prisma_twin_gremlins
357,2020-08-03,54.8,32,-2.0,▼,10.0,-3.5,-8.0,1717.0,jolt
42,2020-08-03,41.9,32,-1.5,▼,18.0,-3.5,2.0,3521.0,tiberon_prime_set
90,2020-08-03,43.9,12,-1.5,▼,2.0,-3.3,3.0,963.0,strun_wraith_set
339,2020-08-03,66.0,12,-2.0,▼,-3.0,-2.9,1.0,401.0,split_flights
