,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
23,2020-05-19,78.4,152,0.0,-,-42.0,0.0,50.0,9183.0,nekros_prime_set
7,2020-05-19,33.9,138,0.2,▲,-17.0,0.6,23.0,10611.0,chroma_prime_set
6,2020-05-19,53.1,137,0.6,▲,-46.0,1.1,-23.0,18523.0,ivara_prime_set
1,2020-05-19,34.3,121,0.7,▲,-15.0,2.1,24.0,10579.0,equinox_prime_set
3,2020-05-19,35.6,104,0.6,▲,-27.0,1.7,-21.0,13363.0,mesa_prime_set
13,2020-05-19,148.7,98,0.1,▲,36.0,0.1,34.0,10713.0,saryn_prime_set
12,2020-05-19,155.9,89,-5.1,▼,41.0,-3.2,35.0,7149.0,nova_prime_set
25,2020-05-19,30.7,83,-0.3,▼,-26.0,-1.0,19.0,12206.0,atlas_prime_set
402,2020-05-19,77.8,77,-0.4,▼,8.0,-0.5,35.0,1205.0,weeping_wounds
22,2020-05-19,40.1,75,0.5,▲,-23.0,1.3,49.0,5077.0,oberon_prime_set
