,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
19,2020-07-05,35.9,136,3.2,▲,-37.0,9.8,-6.0,18940.0,wukong_prime_set
34,2020-07-05,30.2,65,1.3,▲,12.0,4.5,13.0,9808.0,rubico_prime_set
283,2020-07-05,38.1,23,1.5,▲,4.0,4.1,9.0,1098.0,blaze
112,2020-07-05,32.0,10,1.1,▲,0.0,3.6,5.0,1673.0,sancti_castanas
31,2020-07-05,53.9,10,1.7,▲,15.0,3.3,-9.0,2408.0,cernos_prime_set
7,2020-07-05,40.5,101,1.2,▲,-16.0,3.1,-40.0,15356.0,chroma_prime_set
338,2020-07-05,38.0,10,1.0,▲,0.0,2.7,-1.0,1305.0,primed_pistol_gambit
32,2020-07-05,57.9,10,1.5,▲,5.0,2.7,0.0,2165.0,latron_prime_set
88,2020-07-05,136.2,12,3.4,▲,1.0,2.6,2.0,1122.0,lato_vandal_set
259,2020-07-05,41.3,21,1.0,▲,3.0,2.5,6.0,2193.0,hammer_shot
