,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
26,2020-07-05,46.7,36,-0.7,▼,-52.0,-1.5,2.0,7654.0,baza_prime_set
6,2020-07-05,46.4,111,-0.2,▼,-51.0,-0.4,8.0,24203.0,ivara_prime_set
46,2020-07-05,73.6,32,-0.3,▼,-44.0,-0.4,3.0,5985.0,aksomati_prime_set
23,2020-07-05,88.5,63,0.0,-,-40.0,0.0,-15.0,13104.0,nekros_prime_set
19,2020-07-05,35.9,136,3.2,▲,-37.0,9.8,-6.0,18940.0,wukong_prime_set
3,2020-07-05,37.0,112,0.1,▲,-23.0,0.3,-5.0,18388.0,mesa_prime_set
77,2020-07-05,43.4,34,0.3,▲,-20.0,0.7,17.0,3180.0,tekko_prime_set
1,2020-07-05,33.3,83,0.6,▲,-19.0,1.8,18.0,14459.0,equinox_prime_set
22,2020-07-05,46.7,24,0.1,▲,-18.0,0.2,-8.0,7103.0,oberon_prime_set
35,2020-07-05,38.1,24,-0.1,▼,-18.0,-0.3,-7.0,4289.0,soma_prime_set
