,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
105,2020-04-06,33.1,14,1.2,▲,-1.0,3.8,5.0,574.0,synoid_gammacor
91,2020-04-06,70.5,10,2.1,▲,1.0,3.1,5.0,455.0,pathocyst_set
186,2020-04-06,52.1,40,1.5,▲,11.0,3.0,-3.0,530.0,primed_continuity
38,2020-04-06,34.5,23,0.8,▲,12.0,2.4,-7.0,1587.0,tiberon_prime_set
97,2020-04-06,34.2,13,0.8,▲,2.0,2.4,-4.0,591.0,synoid_simulor
121,2020-04-06,36.0,18,0.7,▲,-5.0,2.0,11.0,569.0,sancti_magistar
55,2020-04-06,57.7,10,0.9,▲,12.0,1.6,-1.0,839.0,sicarus_prime_set
23,2020-04-06,84.0,102,0.9,▲,-35.0,1.1,8.0,5185.0,nekros_prime_set
117,2020-04-06,34.5,20,0.3,▲,8.0,0.9,2.0,1073.0,rakta_dark_dagger
11,2020-04-06,90.9,67,0.8,▲,2.0,0.9,4.0,4145.0,hydroid_prime_set
