,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,12,2020-04-06,157.5,87,0.4,▲,35.0,0.3,3.0,4326.0,nova_prime_set
1,68,2020-04-06,119.4,31,0.2,▲,26.0,0.2,-11.0,2095.0,kronen_prime_set
2,18,2020-04-06,49.9,46,0.3,▲,26.0,0.6,-14.0,2792.0,zephyr_prime_set
3,14,2020-04-06,67.6,72,0.0,-,25.0,0.0,-32.0,4974.0,mirage_prime_set
4,13,2020-04-06,137.4,131,1.0,▲,24.0,0.7,17.0,6675.0,saryn_prime_set
5,24,2020-04-06,190.9,60,0.6,▲,24.0,0.3,-25.0,4315.0,volt_prime_set
6,9,2020-04-06,168.2,41,1.0,▲,24.0,0.6,-14.0,2749.0,frost_prime_set
7,59,2020-04-06,42.5,16,-0.1,▼,20.0,-0.2,-23.0,1559.0,dakra_prime_set
8,4,2020-04-06,149.1,59,1.0,▲,20.0,0.7,-8.0,3189.0,ember_prime_set
9,61,2020-04-06,227.2,12,0.0,-,17.0,0.0,2.0,591.0,dual_kamas_prime_set
