,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
11,2020-10-06,39.5,60,-0.3,▼,-72.0,-0.8,-15.0,36068.0,ivara_prime_set
32,2020-10-06,46.3,33,-0.7,▼,-64.0,-1.5,12.0,11198.0,baza_prime_set
56,2020-10-06,73.2,14,0.9,▲,-46.0,1.2,1.0,8724.0,aksomati_prime_set
31,2020-10-06,62.6,103,0.0,-,-41.0,0.0,9.0,19641.0,inaros_prime_set
102,2020-10-06,48.0,23,-0.5,▼,-40.0,-1.0,12.0,5318.0,panthera_prime_set
24,2020-10-06,32.8,83,-0.3,▼,-40.0,-0.9,-15.0,31248.0,wukong_prime_set
15,2020-10-06,38.4,28,-0.1,▼,-36.0,-0.3,-22.0,16649.0,trinity_prime_set
5,2020-10-06,41.2,60,0.0,-,-34.0,0.0,-51.0,12623.0,titania_prime_set
103,2020-10-06,35.4,20,-0.5,▼,-33.0,-1.4,-5.0,5956.0,karyst_prime_set
30,2020-10-06,34.9,79,-0.7,▼,-28.0,-2.0,24.0,24222.0,atlas_prime_set
