,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
2,2020-03-12,157.4,37,1.4,▲,15.0,0.9,-39.0,3244.0,rhino_prime_set
24,2020-03-12,191.4,39,2.4,▲,23.0,1.3,-27.0,2672.0,volt_prime_set
3,2020-03-12,49.4,66,0.0,-,-2.0,0.0,-26.0,4443.0,mesa_prime_set
19,2020-03-12,60.5,94,0.0,-,2.0,0.0,-23.0,5417.0,wukong_prime_set
15,2020-03-12,90.6,35,0.5,▲,19.0,0.6,-22.0,2177.0,valkyr_prime_set
6,2020-03-12,108.5,114,-2.4,▼,-14.0,-2.2,-19.0,7797.0,ivara_prime_set
10,2020-03-12,122.9,49,1.5,▲,19.0,1.2,-17.0,2712.0,trinity_prime_set
25,2020-03-12,52.9,72,-0.5,▼,2.0,-0.9,-13.0,4983.0,atlas_prime_set
68,2020-03-12,116.2,21,8.0,▲,25.0,7.4,-13.0,1242.0,kronen_prime_set
117,2020-03-12,40.0,19,0.5,▲,8.0,1.3,-13.0,445.0,rakta_dark_dagger
