,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
28,2020-01-20,50.4,10,-7.1,▼,0.0,-12.3,-7.0,77.0,boltor_prime_set
55,2020-01-20,47.7,16,-1.2,▼,-3.0,-2.5,8.0,58.0,sicarus_prime_set
42,2020-01-20,37.8,11,-0.9,▼,5.0,-2.3,5.0,80.0,akbolto_prime_set
19,2020-01-20,53.5,76,-0.9,▼,-5.0,-1.7,-27.0,586.0,wukong_prime_set
1,2020-01-20,47.1,72,-0.6,▼,2.0,-1.3,18.0,471.0,equinox_prime_set
37,2020-01-20,32.8,12,-0.4,▼,1.0,-1.2,5.0,80.0,sybaris_prime_set
40,2020-01-20,40.9,20,-0.5,▼,-2.0,-1.2,-1.0,121.0,vectis_prime_set
79,2020-01-20,97.8,11,-1.1,▼,4.0,-1.1,-4.0,66.0,venka_prime_set
64,2020-01-20,41.1,15,-0.4,▼,0.0,-1.0,3.0,93.0,galatine_prime_set
57,2020-01-20,51.9,10,-0.5,▼,3.0,-1.0,-6.0,116.0,vasto_prime_set
