,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
23,2020-03-13,97.1,70,-1.0,▼,-22.0,-1.0,-2.0,3216.0,nekros_prime_set
6,2020-03-13,103.7,152,-4.8,▼,-15.0,-4.4,38.0,7949.0,ivara_prime_set
26,2020-03-13,96.4,53,-3.6,▼,-11.0,-3.6,12.0,2569.0,baza_prime_set
76,2020-03-13,39.2,21,-1.5,▼,-8.0,-3.7,1.0,1154.0,silva_and_aegis_prime_set
46,2020-03-13,144.0,32,-5.9,▼,-8.0,-3.9,12.0,1871.0,aksomati_prime_set
7,2020-03-13,39.1,48,-0.2,▼,-5.0,-0.5,-8.0,3549.0,chroma_prime_set
40,2020-03-13,75.3,19,1.0,▲,-2.0,1.3,2.0,1331.0,vectis_prime_set
22,2020-03-13,59.0,58,-0.9,▼,-2.0,-1.5,8.0,2011.0,oberon_prime_set
3,2020-03-13,49.5,50,0.1,▲,-1.0,0.2,-16.0,4493.0,mesa_prime_set
28,2020-03-13,47.8,10,0.0,-,-1.0,0.0,-5.0,649.0,boltor_prime_set
