,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
8,2020-10-10,37.7,216,-0.1,▼,-23.0,-0.3,4.0,33898.0,mesa_prime_set
329,2020-10-10,63.6,173,0.0,-,88.0,0.0,30.0,37891.0,arcane_energize
31,2020-10-10,61.3,171,0.4,▲,-41.0,0.7,61.0,20141.0,inaros_prime_set
106,2020-10-10,33.9,162,0.2,▲,2.0,0.6,-46.0,3737.0,melee_riven_mod_(veiled)
108,2020-10-10,31.1,154,0.0,-,-3.0,0.0,61.0,3072.0,rifle_riven_mod_(veiled)
24,2020-10-10,32.6,129,-0.4,▼,-42.0,-1.2,57.0,31625.0,wukong_prime_set
5,2020-10-10,37.8,110,-2.4,▼,-38.0,-6.0,29.0,12921.0,titania_prime_set
9,2020-10-10,76.5,107,-0.8,▼,21.0,-1.0,21.0,12439.0,ember_prime_set
11,2020-10-10,38.1,104,-0.4,▼,-76.0,-1.0,23.0,36351.0,ivara_prime_set
18,2020-10-10,173.3,103,-0.9,▼,55.0,-0.5,33.0,23205.0,saryn_prime_set
