,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
40,2020-02-21,81.4,21,-1.8,▼,3.0,-2.2,-1.0,970.0,vectis_prime_set
23,2020-02-21,132.6,53,-2.6,▼,-7.0,-1.9,-9.0,1894.0,nekros_prime_set
6,2020-02-21,114.8,119,-1.9,▼,-8.0,-1.6,26.0,5220.0,ivara_prime_set
22,2020-02-21,72.0,33,-0.9,▼,8.0,-1.2,1.0,1146.0,oberon_prime_set
26,2020-02-21,108.4,32,-1.0,▼,-8.0,-0.9,-5.0,1718.0,baza_prime_set
80,2020-02-21,138.9,33,-0.4,▼,6.0,-0.3,5.0,303.0,shedu_set
42,2020-02-21,46.3,11,-0.1,▼,13.0,-0.2,3.0,483.0,akbolto_prime_set
45,2020-02-21,60.7,10,0.0,-,3.0,0.0,-2.0,315.0,aklex_prime_set
3,2020-02-21,50.0,82,0.0,-,-2.0,0.0,-10.0,2924.0,mesa_prime_set
7,2020-02-21,43.0,83,0.0,-,3.0,0.0,-6.0,2392.0,chroma_prime_set
