,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
225,2020-07-03,32.8,135,0.3,▲,16.0,0.9,63.0,12863.0,arcane_grace
7,2020-07-03,37.7,123,1.5,▲,-18.0,4.1,4.0,15114.0,chroma_prime_set
6,2020-07-03,47.4,111,0.4,▲,-49.0,0.9,9.0,23989.0,ivara_prime_set
3,2020-07-03,36.9,109,0.4,▲,-24.0,1.1,30.0,18159.0,mesa_prime_set
1,2020-07-03,32.1,96,0.3,▲,-21.0,0.9,21.0,14311.0,equinox_prime_set
369,2020-07-03,67.2,94,-9.7,▼,-5.0,-12.6,79.0,1471.0,primed_pressure_point
13,2020-07-03,148.7,87,0.2,▲,37.0,0.1,41.0,14138.0,saryn_prime_set
19,2020-07-03,30.8,86,0.4,▲,-39.0,1.3,-33.0,18662.0,wukong_prime_set
12,2020-07-03,54.1,81,-0.1,▼,4.0,-0.2,20.0,10474.0,nova_prime_set
10,2020-07-03,36.1,77,0.1,▲,-17.0,0.3,28.0,9783.0,trinity_prime_set
