,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
368,368,2021-01-15,434.5,18,0.1,▲,80.0,0.0,-5.0,9985.0,loki_prime_set
122,122,2021-01-15,22.9,52,0.9,▲,-2.0,4.1,27.0,5183.0,dethcube_prime_set
122,122,2021-01-15,138.7,6,-0.1,▼,19.0,-0.1,-1.0,1365.0,wyrm_prime_set
122,122,2021-01-15,53.1,24,-0.1,▼,-9.0,-0.2,-10.0,4097.0,helios_prime_set
122,122,2021-01-15,72.9,11,-0.3,▼,11.0,-0.4,-7.0,2678.0,carrier_prime_set
80,80,2021-01-15,59.0,118,-2.0,▼,-34.0,-3.3,45.0,13643.0,nezha_prime_set
192,192,2021-01-15,29.8,64,-0.6,▼,-52.0,-2.0,-1.0,20096.0,titania_prime_set
368,368,2021-01-15,31.4,60,-0.2,▼,-30.0,-0.6,-29.0,30882.0,equinox_prime_set
368,368,2021-01-15,197.1,29,0.1,▲,39.0,0.1,-2.0,20351.0,rhino_prime_set
368,368,2021-01-15,60.2,92,-0.3,▼,0.0,-0.5,1.0,43665.0,mesa_prime_set
368,368,2021-01-15,76.9,33,0.0,-,9.0,0.0,9.0,18513.0,ember_prime_set
368,368,2021-01-15,89.0,35,0.0,-,58.0,0.0,18.0,20086.0,limbo_prime_set
368,368,2021-01-15,34.0,67,-0.1,▼,-83.0,-0.3,11.0,43337.0,ivara_prime_set
368,368,2021-01-15,65.3,42,-0.5,▼,20.0,-0.8,-4.0,28122.0,chroma_prime_set
368,368,2021-01-15,124.3,25,-0.1,▼,22.0,-0.1,8.0,10708.0,nyx_prime_set
368,368,2021-01-15,77.2,18,0.5,▲,3.0,0.7,-22.0,15475.0,frost_prime_set
368,368,2021-01-15,58.2,29,0.2,▲,1.0,0.3,4.0,21441.0,trinity_prime_set
368,368,2021-01-15,96.5,26,-0.3,▼,15.0,-0.3,0.0,16286.0,hydroid_prime_set
368,368,2021-01-15,77.8,27,0.0,-,41.0,0.0,3.0,22932.0,nova_prime_set
368,368,2021-01-15,169.6,51,0.2,▲,59.0,0.1,6.0,29037.0,saryn_prime_set
368,368,2021-01-15,53.8,43,0.0,-,40.0,0.0,1.0,23448.0,mirage_prime_set
368,368,2021-01-15,108.5,27,-0.5,▼,44.0,-0.5,5.0,15453.0,valkyr_prime_set
368,368,2021-01-15,162.7,29,-0.5,▼,52.0,-0.3,10.0,13198.0,mag_prime_set
368,368,2021-01-15,142.6,30,1.0,▲,62.0,0.7,-7.0,15630.0,ash_prime_set
368,368,2021-01-15,71.9,25,1.9,▲,50.0,2.7,8.0,12261.0,zephyr_prime_set
368,368,2021-01-15,37.1,97,-0.7,▼,-34.0,-1.9,-8.0,40664.0,wukong_prime_set
368,368,2021-01-15,167.1,32,-0.3,▼,31.0,-0.2,10.0,15810.0,vauban_prime_set
368,368,2021-01-15,44.8,39,-1.2,▼,13.0,-2.6,14.0,12665.0,banshee_prime_set
368,368,2021-01-15,72.5,11,-0.6,▼,2.0,-0.8,-9.0,13361.0,oberon_prime_set
368,368,2021-01-15,135.1,41,-1.4,▼,6.0,-1.0,-6.0,24933.0,nekros_prime_set
368,368,2021-01-15,173.3,57,-1.1,▼,28.0,-0.6,-1.0,21184.0,volt_prime_set
368,368,2021-01-15,35.1,53,-0.3,▼,-29.0,-0.8,9.0,29220.0,atlas_prime_set
185,185,2021-01-15,54.9,86,-1.3,▼,-57.0,-2.3,19.0,28562.0,inaros_prime_set
368,368,2021-01-15,38.0,24,-0.5,▼,-84.0,-1.3,11.0,13451.0,baza_prime_set
80,80,2021-01-15,52.2,37,-1.2,▼,-28.0,-2.2,-2.0,6961.0,guandao_prime_set
122,122,2021-01-15,43.8,14,0.3,▲,3.0,0.7,2.0,2789.0,stropha_set
122,122,2021-01-15,14.9,10,0.3,▲,-7.0,2.1,-5.0,1486.0,stahlta_set
80,80,2021-01-15,50.1,18,-1.2,▼,-26.0,-2.3,-10.0,3942.0,zakti_prime_set
192,192,2021-01-15,15.4,28,0.1,▲,-36.0,0.7,7.0,5908.0,pangolin_prime_set
192,192,2021-01-15,42.9,21,-0.2,▼,-23.0,-0.5,-5.0,8602.0,corinth_prime_set
368,368,2021-01-15,97.1,6,0.5,▲,36.0,0.5,-2.0,4372.0,boar_prime_set
368,368,2021-01-15,81.4,8,1.2,▲,36.0,1.5,1.0,4525.0,boltor_prime_set
368,368,2021-01-15,8.9,15,0.2,▲,-3.0,2.3,8.0,6874.0,braton_prime_set
368,368,2021-01-15,8.3,13,0.0,-,14.0,0.0,4.0,4481.0,burston_prime_set
368,368,2021-01-15,71.6,11,1.1,▲,31.0,1.6,5.0,4829.0,cernos_prime_set
368,368,2021-01-15,29.9,11,1.0,▲,-9.0,3.5,-3.0,4958.0,latron_prime_set
368,368,2021-01-15,9.5,14,-0.3,▼,-6.0,-3.1,7.0,6093.0,paris_prime_set
368,368,2021-01-15,64.2,47,0.3,▲,55.0,0.5,4.0,22319.0,rubico_prime_set
368,368,2021-01-15,57.3,18,-0.4,▼,3.0,-0.7,1.0,10469.0,soma_prime_set
368,368,2021-01-15,15.5,19,0.0,-,-6.0,0.0,-11.0,9017.0,stradavar_prime_set
368,368,2021-01-15,39.0,7,0.2,▲,17.0,0.5,-4.0,5082.0,sybaris_prime_set
368,368,2021-01-15,57.5,9,1.3,▲,32.0,2.3,-3.0,5894.0,tiberon_prime_set
368,368,2021-01-15,46.5,8,0.0,-,12.0,0.0,-5.0,7783.0,tigris_prime_set
368,368,2021-01-15,117.4,8,1.0,▲,39.0,0.9,-7.0,6583.0,vectis_prime_set
368,368,2021-01-15,22.1,13,0.2,▲,-9.0,0.9,6.0,7521.0,zhuge_prime_set
368,368,2021-01-15,57.4,12,-0.6,▼,12.0,-1.0,3.0,4502.0,akbolto_prime_set
361,361,2021-01-15,12.9,5,-0.9,▼,-8.0,-6.5,2.0,2024.0,akbronco_prime_set
368,368,2021-01-15,47.2,5,0.2,▲,2.0,0.4,-8.0,8163.0,akjagara_prime_set
367,367,2021-01-15,58.4,7,0.0,-,18.0,0.0,-3.0,3678.0,aklex_prime_set
368,368,2021-01-15,51.7,16,1.4,▲,-68.0,2.8,-5.0,10751.0,aksomati_prime_set
368,368,2021-01-15,109.9,6,-2.5,▼,33.0,-2.2,2.0,4786.0,akstiletto_prime_set
368,368,2021-01-15,118.5,20,-2.5,▼,29.0,-2.1,8.0,3334.0,akvasto_prime_set
368,368,2021-01-15,44.4,11,-1.0,▼,29.0,-2.2,-3.0,4898.0,ballistica_prime_set
368,368,2021-01-15,11.3,16,-0.9,▼,1.0,-7.4,6.0,6873.0,bronco_prime_set
368,368,2021-01-15,29.2,12,-0.4,▼,-1.0,-1.4,-5.0,5353.0,euphona_prime_set
