,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-12-06,33.2,126,3.5,▲,-32.0,11.8,28.0,27678.0,equinox_prime_set
398,2020-12-06,70.5,16,3.5,▲,45.0,5.2,1.0,3209.0,primed_point_blank
197,2020-12-06,92.4,13,3.0,▲,10.0,3.4,8.0,885.0,primed_animal_instinct
40,2020-12-06,96.3,14,3.0,▲,33.0,3.2,1.0,3968.0,boar_prime_set
95,2020-12-06,33.3,11,1.0,▲,15.0,3.1,1.0,1393.0,dera_vandal_set
113,2020-12-06,34.1,32,1.0,▲,12.0,3.0,-2.0,2198.0,shotgun_riven_mod_(veiled)
123,2020-12-06,156.8,34,3.5,▲,-4.0,2.3,-16.0,1825.0,legendary_fusion_core
230,2020-12-06,41.3,16,0.8,▲,8.0,2.0,-2.0,2575.0,dual_rounds
145,2020-12-06,31.0,13,0.5,▲,-3.0,1.6,3.0,3438.0,synoid_gammacor
152,2020-12-06,31.4,13,0.5,▲,5.0,1.6,-1.0,3301.0,sancti_castanas
