,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-02-15,115.6,234,-0.7,▼,-11.0,-0.6,106.0,4470.0,ivara_prime_set
25,2020-02-15,51.1,147,0.3,▲,-1.0,0.6,37.0,2831.0,atlas_prime_set
19,2020-02-15,59.9,130,-0.1,▼,0.0,-0.2,29.0,2901.0,wukong_prime_set
40,2020-02-15,60.0,128,9.1,▲,3.0,17.9,14.0,797.0,vectis_prime_set
7,2020-02-15,39.9,116,0.0,-,-2.0,0.0,-3.0,1825.0,chroma_prime_set
13,2020-02-15,125.2,115,-1.7,▼,14.0,-1.3,27.0,2229.0,saryn_prime_set
1,2020-02-15,46.1,114,-1.3,▼,0.0,-2.7,35.0,2016.0,equinox_prime_set
2,2020-02-15,150.7,95,-4.0,▼,8.0,-2.6,34.0,1734.0,rhino_prime_set
3,2020-02-15,49.6,93,-0.2,▼,-3.0,-0.4,-28.0,2419.0,mesa_prime_set
23,2020-02-15,137.1,87,-3.0,▼,-3.0,-2.1,27.0,1537.0,nekros_prime_set
