,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,38,2020-02-20,37.1,11,0.3,▲,17.0,0.8,3.0,710.0,tiberon_prime_set
1,18,2020-02-20,46.8,39,0.0,-,17.0,0.0,19.0,1128.0,zephyr_prime_set
2,10,2020-02-20,114.0,35,2.6,▲,14.0,2.3,-2.0,1638.0,trinity_prime_set
3,14,2020-02-20,58.6,57,1.5,▲,14.0,2.6,11.0,1919.0,mirage_prime_set
4,59,2020-02-20,38.9,24,0.3,▲,13.0,0.8,8.0,654.0,dakra_prime_set
5,13,2020-02-20,124.8,71,1.9,▲,13.0,1.5,20.0,2627.0,saryn_prime_set
6,16,2020-02-20,108.6,22,1.6,▲,12.0,1.5,5.0,1111.0,mag_prime_set
7,79,2020-02-20,110.7,11,3.3,▲,12.0,3.1,1.0,376.0,venka_prime_set
8,24,2020-02-20,174.8,34,-0.1,▼,12.0,-0.1,-14.0,1784.0,volt_prime_set
9,15,2020-02-20,85.0,39,1.8,▲,11.0,2.2,3.0,1289.0,valkyr_prime_set
