,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
156,156,2020-06-17,320.7,34,-1.4,▼,39.0,-0.4,8.0,4750.0,loki_prime_set
156,156,2020-06-17,30.3,101,0.0,-,-22.0,0.0,19.0,13079.0,equinox_prime_set
156,156,2020-06-17,160.2,64,-0.1,▼,13.0,-0.1,21.0,9827.0,rhino_prime_set
156,156,2020-06-17,38.1,105,-0.3,▼,-25.0,-0.8,1.0,16321.0,mesa_prime_set
156,156,2020-06-17,169.0,49,1.5,▲,37.0,0.9,17.0,6750.0,ember_prime_set
156,156,2020-06-17,65.9,50,0.4,▲,27.0,0.6,-1.0,10224.0,limbo_prime_set
156,156,2020-06-17,49.4,157,-0.4,▼,-49.0,-0.8,2.0,22229.0,ivara_prime_set
156,156,2020-06-17,33.0,93,0.5,▲,-20.0,1.5,12.0,13487.0,chroma_prime_set
156,156,2020-06-17,92.5,38,0.5,▲,13.0,0.5,6.0,4798.0,nyx_prime_set
156,156,2020-06-17,181.3,21,-1.7,▼,40.0,-0.9,-16.0,5477.0,frost_prime_set
156,156,2020-06-17,42.2,78,-0.4,▼,-10.0,-0.9,9.0,8757.0,trinity_prime_set
156,156,2020-06-17,89.3,32,-0.6,▼,3.0,-0.7,-18.0,8313.0,hydroid_prime_set
156,156,2020-06-17,62.9,86,-0.3,▼,16.0,-0.5,9.0,9343.0,nova_prime_set
156,156,2020-06-17,145.5,82,0.9,▲,33.0,0.6,16.0,13018.0,saryn_prime_set
156,156,2020-06-17,70.9,52,0.4,▲,31.0,0.6,-9.0,10192.0,mirage_prime_set
156,156,2020-06-17,90.0,46,-1.4,▼,24.0,-1.5,1.0,7128.0,valkyr_prime_set
156,156,2020-06-17,123.9,41,-0.4,▼,18.0,-0.3,11.0,5816.0,mag_prime_set
156,156,2020-06-17,119.6,50,0.0,-,45.0,0.0,13.0,7089.0,ash_prime_set
156,156,2020-06-17,57.7,53,1.1,▲,31.0,1.9,14.0,5582.0,zephyr_prime_set
156,156,2020-06-17,35.3,165,2.0,▲,-38.0,6.0,51.0,17010.0,wukong_prime_set
156,156,2020-06-17,163.1,45,-1.4,▼,33.0,-0.9,11.0,7162.0,vauban_prime_set
156,156,2020-06-17,85.6,33,0.7,▲,14.0,0.8,-1.0,5459.0,banshee_prime_set
156,156,2020-06-17,43.1,58,-0.2,▼,-24.0,-0.5,19.0,6504.0,oberon_prime_set
