,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
142,2021-01-01,98.0,78,-15.5,▼,24.0,-13.7,77.0,1505.0,prisma_grakata
9,2021-01-01,58.1,93,-0.1,▼,-1.0,-0.2,53.0,42539.0,mesa_prime_set
406,2021-01-01,69.0,54,-7.5,▼,51.0,-9.8,46.0,3646.0,primed_point_blank
195,2021-01-01,64.6,42,-8.7,▼,3.0,-11.9,40.0,412.0,primed_pack_leader
197,2021-01-01,67.7,38,-9.4,▼,11.0,-12.2,33.0,638.0,primed_regen
19,2021-01-01,168.0,62,0.3,▲,55.0,0.2,29.0,28342.0,saryn_prime_set
125,2021-01-01,101.3,108,2.5,▲,-2.0,2.5,28.0,4798.0,legendary_fusion_core
47,2021-01-01,61.3,59,0.2,▲,51.0,0.3,26.0,21689.0,rubico_prime_set
30,2021-01-01,173.0,66,0.0,-,27.0,0.0,22.0,20525.0,volt_prime_set
106,2021-01-01,46.7,30,-0.3,▼,-38.0,-0.6,20.0,7566.0,panthera_prime_set
