,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
12,2020-12-09,30.3,58,0.5,▲,-88.0,1.7,12.0,40717.0,ivara_prime_set
33,2020-12-09,35.0,11,0.4,▲,-79.0,1.2,-20.0,12720.0,baza_prime_set
32,2020-12-09,52.3,72,0.0,-,-62.0,0.0,-12.0,25752.0,inaros_prime_set
106,2020-12-09,38.0,10,0.5,▲,-48.0,1.3,-8.0,7037.0,panthera_prime_set
25,2020-12-09,31.1,105,0.6,▲,-44.0,2.0,-8.0,37071.0,wukong_prime_set
39,2020-12-09,35.0,28,-0.1,▼,-35.0,-0.3,-4.0,7563.0,corinth_prime_set
7,2020-12-09,33.4,63,0.2,▲,-31.0,0.6,-17.0,27890.0,equinox_prime_set
31,2020-12-09,34.1,33,0.7,▲,-30.0,2.1,-15.0,27483.0,atlas_prime_set
5,2020-12-09,64.5,110,-0.2,▼,-29.0,-0.3,-14.0,9370.0,nezha_prime_set
37,2020-12-09,55.7,30,0.1,▲,-23.0,0.2,1.0,2849.0,zakti_prime_set
