,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-06-30,45.8,91,-0.1,▼,-52.0,-0.2,-1.0,23700.0,ivara_prime_set
26,2020-06-30,48.8,22,0.2,▲,-47.0,0.4,-2.0,7483.0,baza_prime_set
46,2020-06-30,74.9,27,-0.5,▼,-42.0,-0.7,2.0,5833.0,aksomati_prime_set
23,2020-06-30,89.2,68,0.6,▲,-41.0,0.7,9.0,12775.0,nekros_prime_set
19,2020-06-30,32.9,94,-0.9,▼,-40.0,-2.7,-6.0,18395.0,wukong_prime_set
3,2020-06-30,35.5,86,0.0,-,-27.0,0.0,8.0,17867.0,mesa_prime_set
1,2020-06-30,30.2,69,0.0,-,-24.0,0.0,23.0,14058.0,equinox_prime_set
77,2020-06-30,43.5,16,-0.8,▼,-21.0,-1.8,-1.0,3072.0,tekko_prime_set
7,2020-06-30,33.5,122,0.3,▲,-21.0,0.9,43.0,14691.0,chroma_prime_set
22,2020-06-30,44.2,27,0.5,▲,-21.0,1.1,-16.0,6964.0,oberon_prime_set
