,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
34,2020-11-04,108.1,143,-4.7,▼,0.0,-4.2,-50.0,2034.0,guandao_prime_set
316,2020-11-04,44.2,49,0.0,-,25.0,0.0,-33.0,26884.0,arcane_grace
315,2020-11-04,68.5,142,0.5,▲,97.0,0.7,-31.0,41658.0,arcane_energize
5,2020-11-04,117.8,273,-4.4,▼,0.0,-3.6,-28.0,3625.0,nezha_prime_set
18,2020-11-04,67.0,36,1.1,▲,16.0,1.7,-23.0,19910.0,nova_prime_set
83,2020-11-04,97.3,25,-2.1,▼,52.0,-2.1,-22.0,10484.0,nikana_prime_set
35,2020-11-04,39.2,10,0.1,▲,-5.0,0.3,-21.0,1256.0,stropha_set
32,2020-11-04,60.3,87,-0.6,▼,-48.0,-1.0,-20.0,22777.0,inaros_prime_set
39,2020-11-04,39.6,21,-0.7,▼,-32.0,-1.7,-20.0,6448.0,corinth_prime_set
93,2020-11-04,73.3,33,-0.5,▼,12.0,-0.7,-18.0,15349.0,shedu_set
