,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
314,2020-12-14,37.9,118,0.0,-,16.0,0.0,34.0,29701.0,arcane_grace
3,2020-12-14,64.8,28,2.9,▲,2.0,4.7,20.0,3188.0,helios_prime_set
313,2020-12-14,63.2,99,0.2,▲,92.0,0.3,18.0,46419.0,arcane_energize
113,2020-12-14,32.3,39,1.0,▲,6.0,3.2,11.0,2426.0,shotgun_riven_mod_(veiled)
478,2020-12-14,40.6,25,-2.3,▼,-1.0,-5.4,10.0,7485.0,bullet_dance
17,2020-12-14,93.6,35,-0.5,▼,15.0,-0.5,10.0,15312.0,hydroid_prime_set
393,2020-12-14,54.5,13,-1.0,▼,19.0,-1.8,10.0,1233.0,split_flights
44,2020-12-14,64.9,12,1.7,▲,27.0,2.7,9.0,4495.0,cernos_prime_set
366,2020-12-14,45.4,15,0.5,▲,2.0,1.1,8.0,3824.0,blaze
409,2020-12-14,60.2,14,0.4,▲,48.0,0.7,3.0,4721.0,jolt
