,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-08-02,39.8,243,-1.2,▼,-57.0,-2.9,93.0,27206.0,ivara_prime_set
237,2020-08-02,42.6,361,-0.1,▼,47.0,-0.2,262.0,25191.0,arcane_energize
4,2020-08-02,35.5,205,0.0,-,-26.0,0.0,61.0,21542.0,mesa_prime_set
26,2020-08-02,30.7,175,0.1,▲,-27.0,0.3,60.0,18018.0,atlas_prime_set
8,2020-08-02,39.4,73,0.3,▲,-18.0,0.8,20.0,17344.0,chroma_prime_set
14,2020-08-02,151.0,125,-0.8,▼,38.0,-0.5,31.0,16586.0,saryn_prime_set
238,2020-08-02,44.6,60,-0.3,▼,24.0,-0.7,3.0,16549.0,arcane_grace
2,2020-08-02,30.9,134,-0.1,▼,-25.0,-0.3,55.0,16501.0,equinox_prime_set
24,2020-08-02,102.7,101,-1.5,▼,-24.0,-1.4,37.0,14799.0,nekros_prime_set
15,2020-08-02,73.1,96,0.2,▲,38.0,0.3,34.0,13024.0,mirage_prime_set
