,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-04-23,59.7,117,-0.2,▼,-45.0,-0.3,-74.0,14758.0,ivara_prime_set
19,2020-04-23,35.3,132,-0.2,▼,-33.0,-0.6,-5.0,10701.0,wukong_prime_set
3,2020-04-23,39.7,102,-0.2,▼,-20.0,-0.5,-34.0,9957.0,mesa_prime_set
25,2020-04-23,33.2,100,-0.9,▼,-21.0,-2.6,2.0,9598.0,atlas_prime_set
13,2020-04-23,145.4,125,0.1,▲,34.0,0.1,67.0,8450.0,saryn_prime_set
1,2020-04-23,35.5,135,-0.5,▼,-15.0,-1.4,33.0,7926.0,equinox_prime_set
7,2020-04-23,32.7,102,-0.3,▼,-20.0,-0.9,1.0,7769.0,chroma_prime_set
5,2020-04-23,66.3,36,1.0,▲,24.0,1.5,-16.0,7183.0,limbo_prime_set
23,2020-04-23,79.7,77,-0.9,▼,-40.0,-1.1,-29.0,6818.0,nekros_prime_set
2,2020-04-23,157.5,78,1.5,▲,12.0,1.0,-9.0,6472.0,rhino_prime_set
