,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
260,2020-12-20,43.0,111,7.0,▲,-13.0,19.4,4.0,971.0,necramech_thrusters
227,2020-12-20,31.3,158,3.0,▲,0.0,10.6,-24.0,3441.0,critical_focus
187,2020-12-20,211.0,58,15.0,▲,33.0,7.7,0.0,1159.0,primed_rubedo_lined_barrel
229,2020-12-20,44.8,196,2.2,▲,7.0,5.2,-8.0,3181.0,dual_rounds
353,2020-12-20,61.9,15,3.0,▲,13.0,5.1,-1.0,414.0,primed_firestorm
89,2020-12-20,35.2,10,1.1,▲,-32.0,3.2,-7.0,5969.0,tekko_prime_set
34,2020-12-20,64.8,72,1.7,▲,-15.0,2.7,8.0,5603.0,guandao_prime_set
114,2020-12-20,35.8,46,0.9,▲,12.0,2.6,-31.0,2679.0,shotgun_riven_mod_(veiled)
478,2020-12-20,32.3,50,0.8,▲,46.0,2.5,21.0,7200.0,primed_reach
5,2020-12-20,70.3,152,0.8,▲,-21.0,1.2,-13.0,10744.0,nezha_prime_set
