,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
124,2020-12-20,95.7,291,-14.5,▼,-8.0,-13.2,-128.0,3550.0,legendary_fusion_core
336,2020-12-20,41.6,282,-5.8,▼,86.0,-12.2,78.0,47437.0,arcane_energize
229,2020-12-20,44.8,196,2.2,▲,7.0,5.2,-8.0,3181.0,dual_rounds
227,2020-12-20,31.3,158,3.0,▲,0.0,10.6,-24.0,3441.0,critical_focus
5,2020-12-20,70.3,152,0.8,▲,-21.0,1.2,-13.0,10744.0,nezha_prime_set
25,2020-12-20,32.9,147,-0.7,▼,-42.0,-2.1,45.0,38000.0,wukong_prime_set
9,2020-12-20,53.3,126,-2.1,▼,-6.0,-3.8,20.0,41584.0,mesa_prime_set
295,2020-12-20,57.9,112,-11.9,▼,75.0,-17.0,-36.0,7428.0,primed_flow
260,2020-12-20,43.0,111,7.0,▲,-13.0,19.4,4.0,971.0,necramech_thrusters
32,2020-12-20,56.5,88,0.0,-,-56.0,0.0,-19.0,26615.0,inaros_prime_set
