,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,273,2020-09-11,59.0,71,1.5,▲,72.0,2.6,16.0,7044.0,primed_continuity
1,312,2020-09-11,51.4,204,0.5,▲,67.0,1.0,-29.0,33370.0,arcane_energize
2,72,2020-09-11,169.5,80,-0.2,▼,60.0,-0.1,21.0,9865.0,kronen_prime_set
3,0,2020-09-11,352.9,37,1.5,▲,60.0,0.4,16.0,7230.0,loki_prime_set
4,18,2020-09-11,139.5,50,-0.5,▼,56.0,-0.4,20.0,11385.0,ash_prime_set
5,274,2020-09-11,64.1,38,-0.2,▼,52.0,-0.3,16.0,4678.0,primed_flow
6,62,2020-09-11,91.4,12,0.0,-,50.0,0.0,0.0,1930.0,ankyros_prime_set
7,95,2020-09-11,54.9,20,0.9,▲,44.0,1.7,-1.0,5663.0,imperator_vandal_set
8,6,2020-09-11,79.1,62,0.1,▲,43.0,0.1,-4.0,14834.0,limbo_prime_set
9,472,2020-09-11,94.2,22,0.5,▲,42.0,0.5,-4.0,2849.0,primed_fever_strike
