,index,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
0,18,2020-03-06,50.9,33,0.4,▲,25.0,0.8,1.0,1561.0,zephyr_prime_set
1,14,2020-03-06,69.3,45,1.0,▲,24.0,1.5,11.0,2677.0,mirage_prime_set
2,13,2020-03-06,138.5,90,2.3,▲,23.0,1.7,-8.0,3662.0,saryn_prime_set
3,12,2020-03-06,136.7,40,1.4,▲,22.0,1.0,0.0,2138.0,nova_prime_set
4,59,2020-03-06,46.8,12,1.5,▲,21.0,3.3,-3.0,916.0,dakra_prime_set
5,9,2020-03-06,169.3,30,1.5,▲,21.0,0.9,-7.0,1551.0,frost_prime_set
6,68,2020-03-06,89.2,37,3.4,▲,19.0,4.0,19.0,1005.0,kronen_prime_set
7,24,2020-03-06,184.6,43,0.5,▲,19.0,0.3,14.0,2335.0,volt_prime_set
8,16,2020-03-06,130.8,50,16.9,▲,18.0,14.8,31.0,1506.0,mag_prime_set
9,10,2020-03-06,119.0,65,0.0,-,17.0,0.0,0.0,2320.0,trinity_prime_set
